transaction_id,amount,customer_age,transaction_type,payment_method,location,time_of_day,is_fraud
2726,309.8865715448607,47,POS,Debit Card,USA,Morning,0
2727,75.03791036482212,50,POS,Credit Card,Canada,Afternoon,0
2728,235.9530098587621,41,ATM,Credit Card,UK,Morning,0
2729,254.13759862824438,31,Online,PayPal,Canada,Evening,0
2730,489.2362990130996,53,POS,PayPal,Germany,Morning,0
2731,749.969962530727,22,ATM,PayPal,Canada,Morning,0
2732,479.07173011396713,28,POS,Crypto,India,Evening,0
2733,67.266004952689,41,Online,PayPal,India,Morning,0
2734,958.2119029783219,48,POS,Debit Card,UK,Morning,0
2735,943.2970759031712,30,POS,Credit Card,UK,Night,0
2736,787.3376477169243,33,POS,Credit Card,UK,Morning,0
2737,991.4146225485783,41,POS,Crypto,Germany,Morning,0
2738,549.0375094722602,30,Online,Credit Card,Germany,Night,0
2739,963.140666750674,41,ATM,Credit Card,Canada,Night,0
2740,84.84899021058327,43,ATM,Debit Card,USA,Night,0
2741,372.0239407787576,19,POS,Credit Card,India,Afternoon,0
2742,233.12745532669817,33,Online,Debit Card,India,Afternoon,0
2743,203.87475329292732,55,Online,Crypto,India,Evening,0
2744,149.39491940374933,63,Online,Debit Card,Canada,Morning,0
2745,626.1895051503367,18,Online,PayPal,Canada,Evening,0
2746,783.508637189832,66,Online,PayPal,UK,Afternoon,0
2747,582.515415426157,28,Online,Crypto,USA,Morning,0
2748,155.49308249232757,68,POS,Credit Card,UK,Morning,0
2749,813.0125322341362,52,ATM,Debit Card,Canada,Night,0
2750,639.5951600920912,60,ATM,PayPal,Germany,Afternoon,0
2751,394.2840490657256,46,POS,Debit Card,UK,Morning,0
2752,677.3889925807023,54,ATM,PayPal,Canada,Night,0
2753,267.3059294504045,34,Online,Debit Card,Canada,Morning,0
2754,351.7402864092684,56,Online,Credit Card,Germany,Afternoon,0
2755,918.3109847006704,59,ATM,Crypto,Germany,Evening,0
2756,297.5994606147062,45,Online,Credit Card,Germany,Evening,0
2757,475.28838547635723,46,Online,Debit Card,USA,Morning,0
2758,891.2397260220545,60,ATM,PayPal,Canada,Night,0
2759,710.6441367648522,20,POS,PayPal,Germany,Night,0
2760,71.58119390305572,69,ATM,Crypto,USA,Night,0
2761,155.83001383618063,27,ATM,Credit Card,India,Afternoon,0
2762,17.76317486419765,59,ATM,Credit Card,India,Evening,0
2763,634.6125723268717,31,ATM,Credit Card,India,Evening,0
2764,453.19669115631416,29,POS,PayPal,Canada,Morning,0
2765,142.9321023932528,64,POS,Crypto,USA,Evening,0
2766,958.3547798462027,59,Online,PayPal,USA,Night,0
2767,534.3631267061637,47,Online,Credit Card,India,Afternoon,0
2768,249.47436117176028,49,ATM,Debit Card,UK,Night,0
2769,505.5975354431605,49,Online,PayPal,India,Night,0
2770,682.8241294077567,59,POS,Crypto,Canada,Evening,0
2771,85.47682579382884,49,Online,Credit Card,India,Afternoon,0
2772,281.9567768974131,43,Online,Debit Card,India,Afternoon,0
2773,808.8958359751537,68,Online,PayPal,USA,Night,0
2774,465.0682216986346,18,ATM,Debit Card,India,Morning,0
2775,551.111370611972,59,Online,Debit Card,Germany,Evening,0
2776,438.48784218737455,19,POS,Crypto,Germany,Morning,0
2777,53.46094321657507,34,POS,PayPal,UK,Night,0
2778,174.09228202195436,47,POS,Crypto,Canada,Evening,0
2779,451.086222354472,56,POS,Credit Card,Canada,Morning,0
2780,217.09361075384854,24,Online,Debit Card,USA,Morning,0
2781,59.47923837308195,69,ATM,Crypto,Canada,Morning,1
2782,845.2131674113054,44,POS,Crypto,UK,Evening,0
2783,981.3806038724747,26,POS,Credit Card,Germany,Morning,0
2784,795.2114452567721,39,ATM,PayPal,USA,Afternoon,0
2785,855.2470724876204,51,ATM,Crypto,Germany,Night,0
2786,249.55735901387493,63,POS,Debit Card,UK,Evening,0
2787,961.0207057580677,66,POS,Debit Card,USA,Afternoon,0
2788,204.9564474088941,18,ATM,Debit Card,India,Morning,1
2789,951.915512258214,26,POS,Debit Card,Canada,Night,0
2790,994.8711010262915,37,POS,Crypto,UK,Morning,0
2791,714.6055776885883,36,Online,Debit Card,USA,Afternoon,0
2792,981.3322944739036,53,ATM,Crypto,Germany,Morning,0
2793,573.8443817714326,57,Online,PayPal,USA,Evening,0
2794,266.9463653443294,62,Online,Debit Card,India,Afternoon,0
2795,442.62592680896466,21,ATM,PayPal,UK,Evening,0
2796,597.6253260249981,26,Online,Crypto,USA,Night,0
2797,82.35074640674485,58,POS,Credit Card,UK,Evening,0
2798,626.1198319710736,39,Online,PayPal,UK,Evening,1
2799,981.3660583946715,35,ATM,Debit Card,Germany,Morning,0
2800,198.20657328589036,29,POS,Credit Card,Canada,Morning,0
2801,794.6691651254995,59,POS,PayPal,India,Afternoon,0
2802,908.8198058418232,60,POS,Crypto,USA,Night,0
2803,944.2645768920186,56,POS,Crypto,Canada,Afternoon,0
2804,960.5342483613928,26,Online,Crypto,Germany,Night,0
2805,526.2450423342573,23,Online,PayPal,Canada,Night,0
2806,977.5348289115886,36,POS,Crypto,UK,Evening,0
2807,759.7371050630944,65,ATM,PayPal,UK,Morning,0
2808,170.05472187459227,64,POS,Debit Card,India,Night,0
2809,482.1311054032903,24,Online,Debit Card,USA,Morning,0
2810,721.147863618284,33,POS,PayPal,USA,Night,0
2811,254.8669126608925,22,Online,PayPal,Germany,Morning,0
2812,644.2090317133985,33,POS,Credit Card,India,Afternoon,0
2813,669.9344742561531,18,ATM,Crypto,USA,Morning,0
2814,171.07274637048022,68,POS,Debit Card,UK,Evening,0
2815,569.4344593282287,54,ATM,Debit Card,India,Night,0
2816,773.9106418688216,56,ATM,Credit Card,Canada,Evening,0
2817,503.9067078905825,36,POS,PayPal,India,Night,0
2818,21.982085608346353,54,ATM,PayPal,India,Evening,0
2819,18.948084388499254,34,ATM,Credit Card,USA,Night,0
2820,363.4590505303121,43,Online,Crypto,Germany,Morning,1
2821,926.9321277474642,39,Online,PayPal,Germany,Night,0
2822,236.39001180757268,25,ATM,PayPal,USA,Evening,0
2823,638.0200519829702,50,POS,Crypto,USA,Evening,0
2824,229.85511198638736,19,ATM,Crypto,USA,Night,0
2825,328.45328976295315,47,POS,Credit Card,Germany,Night,0
2826,849.5616687054692,64,Online,Credit Card,USA,Afternoon,0
2827,731.5728278472474,37,POS,Credit Card,Canada,Afternoon,0
2828,104.44528454007852,35,ATM,PayPal,Canada,Morning,0
2829,434.4150007765693,60,ATM,Credit Card,UK,Morning,0
2830,38.87806600881183,27,ATM,PayPal,Canada,Morning,0
2831,486.0812451369789,41,ATM,Debit Card,India,Morning,0
2832,665.8096715840574,21,ATM,Crypto,UK,Morning,0
2833,127.31759736217005,54,POS,Crypto,Canada,Night,0
2834,295.996089520074,21,ATM,Debit Card,India,Afternoon,0
2835,403.8582592471354,30,Online,Credit Card,Canada,Night,0
2836,920.3357144094892,42,ATM,PayPal,India,Afternoon,0
2837,993.3224652687344,30,POS,PayPal,USA,Afternoon,0
2838,54.462186005659696,35,ATM,PayPal,India,Evening,0
2839,763.3978442604381,41,ATM,Crypto,USA,Evening,0
2840,378.0068257383198,19,POS,Credit Card,India,Afternoon,0
2841,398.5336043671852,65,ATM,PayPal,India,Night,1
2842,756.7223236135525,50,POS,PayPal,Canada,Afternoon,0
2843,919.2421678239546,36,ATM,PayPal,India,Morning,0
2844,951.4193085575229,26,Online,Debit Card,Canada,Night,1
2845,581.3513601779375,45,ATM,PayPal,India,Night,0
2846,363.5499477074978,52,POS,Debit Card,Germany,Afternoon,0
2847,789.6735950001914,56,Online,PayPal,UK,Morning,0
2848,258.49136942967726,27,POS,PayPal,Canada,Afternoon,0
2849,568.4332885451826,18,ATM,PayPal,Canada,Morning,0
2850,364.99267690962444,59,Online,Debit Card,USA,Night,0
2851,660.0647629707973,38,POS,PayPal,Germany,Afternoon,0
2852,247.99492376457184,26,Online,Credit Card,USA,Morning,0
2853,199.67701627747752,64,Online,PayPal,Germany,Evening,0
2854,919.0566958086827,32,POS,Debit Card,Germany,Night,0
2855,110.78564612004153,52,Online,Debit Card,India,Night,0
2856,510.89832865758234,22,POS,Credit Card,USA,Evening,0
2857,228.64425513337883,58,Online,Crypto,UK,Morning,0
2858,48.540663692410774,39,Online,Credit Card,Germany,Night,0
2859,45.65863010851213,58,Online,Credit Card,Germany,Morning,0
2860,183.46955438476908,40,ATM,Debit Card,Canada,Evening,0
2861,868.1026509609403,24,ATM,PayPal,India,Afternoon,0
2862,289.6539565372564,40,POS,PayPal,UK,Night,0
2863,950.9545788695427,61,Online,Crypto,Germany,Night,0
2864,585.8060700593016,42,POS,Crypto,Canada,Morning,0
2865,442.2480478710784,44,ATM,Crypto,USA,Night,0
2866,584.28794632276,58,ATM,Crypto,Germany,Afternoon,0
2867,521.5314013740051,23,ATM,Credit Card,Canada,Evening,0
2868,761.1884912197519,51,ATM,Credit Card,USA,Night,0
2869,289.67110531312375,26,POS,PayPal,India,Evening,0
2870,359.51988768429936,66,Online,Credit Card,USA,Morning,0
2871,895.1533595079183,50,POS,PayPal,Germany,Afternoon,0
2872,946.9919480189014,68,Online,PayPal,UK,Night,1
2873,893.6326452116098,23,ATM,PayPal,USA,Evening,1
2874,425.25351401774043,54,Online,PayPal,UK,Afternoon,0
2875,782.5618479768128,48,ATM,Debit Card,UK,Evening,0
2876,481.5723759680878,51,POS,PayPal,USA,Morning,0
2877,502.56445362464115,58,Online,Credit Card,India,Afternoon,0
2878,212.6333079667111,46,POS,Credit Card,USA,Afternoon,0
2879,595.2190002259313,31,ATM,Credit Card,Canada,Morning,0
2880,194.27453877581445,53,POS,Credit Card,UK,Morning,0
2881,338.2490520765218,53,ATM,Debit Card,Germany,Night,0
2882,856.4798996037358,32,ATM,Crypto,UK,Morning,0
2883,215.00505111874668,25,ATM,Crypto,Germany,Morning,0
2884,80.44670232169848,43,POS,PayPal,Canada,Evening,0
2885,78.31751668668814,53,POS,PayPal,Canada,Afternoon,0
2886,941.3766752980769,65,Online,Credit Card,Canada,Evening,0
2887,511.85123358221625,38,Online,Credit Card,USA,Morning,0
2888,415.31795109884814,45,POS,Crypto,UK,Night,0
2889,812.7697951978392,21,POS,Crypto,Germany,Evening,0
2890,837.4676686314109,33,POS,Credit Card,Canada,Evening,0
2891,338.86912278444856,39,POS,PayPal,Canada,Afternoon,0
2892,696.6818768990573,29,ATM,Debit Card,Germany,Afternoon,0
2893,773.4115876933677,33,ATM,Debit Card,UK,Afternoon,0
2894,658.104179997295,68,ATM,Crypto,UK,Night,0
2895,160.07912405209836,57,POS,Crypto,Germany,Night,0
2896,877.1242526818864,55,ATM,Crypto,India,Morning,0
2897,543.7036072086486,59,ATM,Debit Card,UK,Morning,1
2898,289.64770210630365,54,Online,Debit Card,Germany,Afternoon,0
2899,430.975903583317,46,Online,Credit Card,Germany,Evening,0
2900,47.195379494918306,35,ATM,PayPal,Canada,Afternoon,0
2901,136.58813321019338,27,ATM,Crypto,Germany,Morning,1
2902,767.8912830107023,59,ATM,Credit Card,USA,Evening,0
2903,10.01151840781248,56,POS,Debit Card,Canada,Morning,0
2904,422.40017019746927,35,Online,Credit Card,Canada,Night,0
2905,527.2850792747325,18,Online,Debit Card,UK,Afternoon,0
2906,64.08807580096257,56,Online,PayPal,India,Afternoon,0
2907,973.3473813426095,38,ATM,Debit Card,UK,Evening,0
2908,233.8640779371752,18,POS,Credit Card,USA,Afternoon,0
2909,311.1567324399181,32,Online,PayPal,Canada,Morning,1
2910,310.9030871324771,21,Online,Debit Card,Canada,Morning,0
2911,238.1124954961764,37,POS,Crypto,Germany,Night,0
2912,11.459083865448301,27,ATM,Debit Card,India,Morning,0
2913,732.0513461471164,40,ATM,PayPal,India,Evening,0
2914,967.1770448012925,58,Online,Credit Card,Germany,Morning,0
2915,232.05054845219462,51,Online,PayPal,USA,Night,0
2916,666.4167198853881,63,POS,Credit Card,India,Night,0
2917,744.477363689128,65,Online,Debit Card,Canada,Afternoon,0
2918,849.9411252996194,50,POS,Debit Card,USA,Evening,0
2919,428.402905043473,51,Online,PayPal,UK,Morning,0
2920,309.90159658402496,56,Online,Crypto,UK,Night,0
2921,332.0421826828008,27,Online,Debit Card,USA,Morning,0
2922,715.4951197675277,37,ATM,Crypto,Canada,Night,0
2923,818.6116718405797,18,POS,Crypto,UK,Afternoon,0
2924,189.79782807903663,30,POS,PayPal,Canada,Night,0
2925,377.23159807618754,18,ATM,Debit Card,Germany,Afternoon,1
2926,902.9207947816585,22,ATM,Crypto,India,Evening,0
2927,808.6265844977919,33,ATM,Debit Card,USA,Morning,0
2928,985.009818734851,32,POS,Credit Card,India,Morning,0
2929,756.7057770852599,66,Online,Crypto,Germany,Afternoon,0
2930,399.26324901764303,45,ATM,PayPal,UK,Evening,0
2931,594.7314556546913,48,ATM,PayPal,Canada,Afternoon,0
2932,664.4041117048471,40,ATM,Crypto,Canada,Night,0
2933,87.6712581539527,65,Online,Debit Card,Germany,Afternoon,0
2934,549.0519895128265,62,Online,Credit Card,USA,Evening,0
2935,712.2276201878835,60,ATM,Credit Card,India,Night,0
2936,175.64809096104977,34,Online,PayPal,UK,Morning,0
2937,782.8254002513016,66,ATM,PayPal,USA,Morning,0
2938,587.9350527089705,51,Online,Debit Card,Germany,Morning,0
2939,952.6995678406187,30,POS,PayPal,Germany,Evening,0
2940,51.99807522482278,31,POS,Debit Card,Canada,Evening,0
2941,272.6728761799123,28,Online,Crypto,UK,Evening,0
2942,605.5383405068259,45,POS,Credit Card,USA,Evening,0
2943,303.5943130838714,59,POS,Crypto,Canada,Evening,0
2944,717.2799224305298,49,POS,PayPal,UK,Night,0
2945,761.4152296967117,52,ATM,Credit Card,India,Afternoon,0
2946,111.49080442580971,48,Online,Credit Card,India,Morning,0
2947,518.7159196,34,Online,Crypto,Canada,Evening,0
2948,513.8016500351453,64,Online,Debit Card,USA,Morning,0
2949,375.58796251338566,26,POS,Credit Card,UK,Evening,0
2950,933.5956139439754,27,ATM,Debit Card,India,Morning,0
2951,829.231256674489,25,Online,Crypto,India,Afternoon,0
2952,700.2372880905405,38,POS,Crypto,USA,Morning,0
2953,717.1833693776475,30,ATM,Debit Card,Canada,Morning,0
2954,467.0989823749879,67,ATM,Crypto,Germany,Evening,0
2955,921.7845758856101,22,Online,Credit Card,UK,Night,1
2956,697.6494729807525,23,Online,Crypto,India,Night,0
2957,731.6912510392583,47,POS,Crypto,Germany,Morning,0
2958,863.0739947494718,48,Online,Credit Card,USA,Night,0
2959,281.33087344876907,34,POS,Debit Card,Canada,Afternoon,0
2960,809.000194828036,28,ATM,Crypto,UK,Afternoon,0
2961,203.28819692692713,37,ATM,Debit Card,USA,Night,0
2962,351.888532722439,65,ATM,Credit Card,Canada,Night,0
2963,342.2543497271443,26,ATM,Debit Card,USA,Afternoon,0
2964,978.7402137052492,19,Online,Debit Card,India,Night,0
2965,857.9718515104476,54,Online,PayPal,India,Night,0
2966,704.1581629743571,18,POS,PayPal,Germany,Evening,0
2967,729.7861939992363,21,POS,Crypto,USA,Evening,0
2968,566.4520664585453,53,POS,PayPal,India,Night,0
2969,947.6197604374339,42,POS,PayPal,Canada,Night,0
2970,501.2961653535379,20,POS,PayPal,Germany,Evening,0
2971,386.7125327711956,26,ATM,Debit Card,UK,Evening,0
2972,171.40498356227508,39,ATM,Debit Card,USA,Night,0
2973,788.3435957384474,40,ATM,PayPal,India,Evening,0
2974,737.0994927548355,29,POS,Credit Card,Canada,Afternoon,0
2975,390.5114881388935,27,ATM,PayPal,USA,Morning,0
2976,34.94147981963707,51,ATM,Credit Card,Canada,Afternoon,0
2977,840.6073544408306,60,ATM,Debit Card,Germany,Evening,0
2978,21.303803619532896,27,ATM,Credit Card,India,Afternoon,1
2979,706.6627818327604,47,Online,Debit Card,India,Morning,0
2980,970.5545386287965,39,POS,Credit Card,Germany,Evening,1
2981,443.28471486672146,23,POS,Debit Card,Canada,Afternoon,0
2982,242.62367094599324,67,Online,Debit Card,USA,Afternoon,0
2983,707.8222999429479,19,ATM,PayPal,Canada,Morning,0
2984,818.9568605954292,47,ATM,Crypto,USA,Evening,0
2985,550.9660129170688,19,ATM,Crypto,Germany,Night,0
2986,967.3649225035847,49,POS,Debit Card,UK,Evening,0
2987,61.152034441381495,59,POS,PayPal,USA,Morning,0
2988,509.74764232148283,33,POS,Crypto,India,Morning,0
2989,721.2694078493246,29,POS,Crypto,India,Morning,0
2990,864.0140664376872,18,POS,PayPal,India,Morning,0
2991,187.46305578871215,25,Online,PayPal,Canada,Night,1
2992,802.0034469460446,65,POS,Crypto,Canada,Evening,0
2993,557.1800049613598,67,ATM,Crypto,Canada,Evening,0
2994,402.58814517006357,30,POS,Credit Card,India,Afternoon,0
2995,140.39787829330263,32,Online,Credit Card,USA,Night,0
2996,866.6428013198233,61,ATM,Debit Card,India,Night,0
2997,165.7004760979182,25,Online,Crypto,USA,Afternoon,0
2998,316.68998061700825,27,ATM,PayPal,Canada,Afternoon,0
2999,297.1450766428125,63,POS,PayPal,UK,Evening,0
3000,872.6998938489457,22,Online,Crypto,Canada,Evening,0
3001,675.975964266809,67,ATM,Debit Card,Germany,Evening,0
3002,798.7145832194586,36,POS,PayPal,USA,Night,0
3003,257.963219804574,64,ATM,Crypto,UK,Night,0
3004,628.625358610929,55,Online,Crypto,Canada,Afternoon,0
3005,576.0285233123112,28,Online,Debit Card,UK,Morning,0
3006,834.5020730203884,60,Online,Crypto,India,Morning,0
3007,907.0261898764479,37,Online,PayPal,USA,Morning,0
3008,22.035203762612937,37,POS,Credit Card,Germany,Morning,0
3009,677.2797198682048,38,ATM,Debit Card,India,Morning,0
3010,61.31744112853173,35,POS,Crypto,UK,Evening,0
3011,553.3700784265824,67,Online,Debit Card,Canada,Afternoon,0
3012,294.75640175324145,27,ATM,Crypto,USA,Morning,0
3013,313.7088335269198,51,Online,Credit Card,Germany,Morning,0
3014,359.428918417833,43,POS,Debit Card,Canada,Morning,0
3015,625.079524559114,47,POS,Crypto,Germany,Evening,0
3016,340.7094660120815,26,POS,Credit Card,USA,Morning,0
3017,735.3720600843776,63,ATM,PayPal,UK,Afternoon,0
3018,410.48211171813097,68,ATM,Crypto,Germany,Evening,0
3019,77.66966830685904,48,Online,Credit Card,USA,Evening,0
3020,785.9222440592662,59,ATM,Credit Card,Germany,Night,0
3021,292.90074134677894,21,ATM,Debit Card,Canada,Night,0
3022,438.43921080327,23,POS,Crypto,Germany,Evening,0
3023,688.5894443896825,31,Online,PayPal,Canada,Morning,0
3024,339.1315955772249,21,POS,Crypto,Canada,Morning,0
3025,66.01979958524848,43,Online,Credit Card,USA,Morning,0
3026,380.18183654268546,64,Online,PayPal,India,Morning,0
3027,945.0040968673604,65,ATM,Credit Card,Germany,Night,0
3028,645.3170533255726,56,POS,Debit Card,UK,Afternoon,0
3029,674.7643571805348,34,ATM,Crypto,Canada,Evening,0
3030,635.9593321012635,36,ATM,Credit Card,India,Morning,0
3031,207.00221756984243,68,ATM,Credit Card,Canada,Night,0
3032,424.1505254612573,66,Online,Crypto,India,Afternoon,1
3033,753.4304003796851,23,POS,PayPal,India,Evening,0
3034,110.35916857762756,46,POS,Credit Card,UK,Evening,0
3035,285.07424832881514,28,ATM,Crypto,India,Evening,0
3036,283.55591738119506,33,Online,Debit Card,UK,Morning,0
3037,437.6987383185609,47,POS,Debit Card,USA,Evening,0
3038,980.5650535327633,42,POS,Crypto,Canada,Morning,0
3039,76.82752121698373,57,ATM,Credit Card,UK,Afternoon,0
3040,523.5139844367891,28,Online,Crypto,Canada,Night,0
3041,187.57103519208835,24,ATM,Crypto,Germany,Night,0
3042,970.9697799556467,43,POS,Credit Card,USA,Night,0
3043,122.17046968018956,39,Online,PayPal,Germany,Evening,0
3044,409.56499233797535,42,ATM,PayPal,Germany,Night,1
3045,740.5061349862601,36,POS,Debit Card,India,Afternoon,0
3046,707.5088837471708,48,ATM,PayPal,India,Morning,0
3047,428.5013505249929,43,ATM,Crypto,Germany,Night,0
3048,353.05892627319105,59,ATM,Credit Card,India,Morning,0
3049,403.6362547673419,58,Online,Debit Card,Canada,Morning,0
3050,271.6335005270529,53,POS,PayPal,India,Night,0
3051,213.2796093197318,40,POS,Crypto,Germany,Night,0
3052,488.20930058330106,64,POS,Debit Card,India,Night,0
3053,275.84841850693124,30,POS,Credit Card,India,Evening,0
3054,294.5870482482776,42,Online,PayPal,UK,Night,0
3055,660.1885028398115,19,ATM,Crypto,UK,Evening,0
3056,968.8519583828933,19,POS,Credit Card,Germany,Afternoon,0
3057,607.6008285537813,33,Online,Crypto,Canada,Morning,0
3058,86.20967239431661,26,ATM,Crypto,USA,Afternoon,0
3059,84.82777771552631,45,Online,Crypto,USA,Night,0
3060,951.9089886371103,30,Online,Credit Card,Germany,Morning,0
3061,304.3178824042603,52,POS,Debit Card,Canada,Night,0
3062,101.14631622165068,58,POS,Crypto,Canada,Night,0
3063,603.0541412788778,30,ATM,Debit Card,Canada,Morning,0
3064,627.4122905073634,48,ATM,Debit Card,UK,Afternoon,0
3065,652.0197719175013,38,POS,PayPal,Germany,Night,0
3066,274.7280075789659,49,Online,PayPal,USA,Morning,0
3067,24.959577372330283,51,POS,Debit Card,Canada,Afternoon,0
3068,965.3652157599272,25,ATM,PayPal,Germany,Evening,0
3069,258.3841152341914,58,Online,PayPal,USA,Afternoon,1
3070,679.2660251720221,65,Online,Debit Card,UK,Afternoon,0
3071,709.5635711799225,19,Online,Credit Card,India,Morning,0
3072,613.9073429086908,55,POS,PayPal,USA,Afternoon,0
3073,319.77832027151175,49,POS,PayPal,USA,Evening,0
3074,278.3852912264251,57,ATM,Credit Card,USA,Evening,0
3075,601.691599875676,45,Online,Credit Card,India,Night,1
3076,867.4346772755746,54,Online,Credit Card,Canada,Evening,0
3077,947.2663916341617,58,POS,Debit Card,India,Night,0
3078,114.84674635972006,18,ATM,Credit Card,USA,Evening,0
3079,163.28032647174265,58,ATM,Debit Card,UK,Afternoon,0
3080,945.2888961952489,27,Online,Crypto,USA,Night,0
3081,739.1698760514446,21,POS,Crypto,UK,Evening,1
3082,884.1638865814754,52,Online,Credit Card,Germany,Afternoon,0
3083,210.6063077939897,27,POS,Credit Card,UK,Afternoon,0
3084,591.7100123983079,64,ATM,Crypto,USA,Night,0
3085,704.1281984732989,28,Online,Debit Card,India,Morning,1
3086,683.3107665925029,31,Online,Debit Card,USA,Afternoon,1
3087,414.07017395803115,55,Online,Credit Card,USA,Afternoon,0
3088,25.240942774395393,29,ATM,Credit Card,Germany,Morning,0
3089,587.0967962362205,62,Online,Credit Card,Canada,Night,0
3090,260.5705237878127,34,ATM,Crypto,USA,Evening,0
3091,455.75170368146144,33,POS,PayPal,Germany,Evening,0
3092,958.0052049329792,52,ATM,Credit Card,India,Afternoon,0
3093,405.04496446601036,19,POS,Debit Card,Germany,Morning,0
3094,841.4035905977825,28,ATM,PayPal,Germany,Afternoon,0
3095,196.6551996917586,58,ATM,Debit Card,UK,Night,0
3096,675.7358930447785,20,Online,PayPal,Canada,Afternoon,0
3097,977.236884894554,46,ATM,Crypto,Canada,Evening,0
3098,110.87416986420743,35,Online,PayPal,India,Morning,1
3099,18.23674280492009,37,POS,Debit Card,Germany,Night,0
3100,439.2469647062882,64,POS,PayPal,India,Afternoon,0
3101,101.69922822085353,31,Online,Crypto,India,Evening,0
3102,750.9005061794691,51,POS,Debit Card,Canada,Afternoon,0
3103,915.4031772100733,66,ATM,Credit Card,Canada,Evening,0
3104,439.68076298167125,48,Online,PayPal,Canada,Morning,1
3105,266.12452573388657,57,Online,Debit Card,USA,Night,0
3106,440.0592858165437,59,Online,PayPal,Germany,Afternoon,0
3107,726.213339671501,35,POS,Crypto,India,Night,0
3108,18.96361996456727,47,POS,Debit Card,Germany,Morning,0
3109,593.5594495898503,42,ATM,Credit Card,India,Evening,0
3110,617.1587680385053,36,ATM,Credit Card,India,Morning,1
3111,641.3113644269762,25,Online,PayPal,India,Morning,0
3112,249.60185918106845,45,ATM,Crypto,India,Night,0
3113,716.9121961443454,25,POS,Crypto,UK,Morning,0
3114,100.47757146845865,48,ATM,PayPal,UK,Afternoon,0
3115,207.2776331021328,20,POS,Debit Card,USA,Evening,0
3116,878.695346187937,20,ATM,Debit Card,Canada,Morning,0
3117,741.3359192193006,61,POS,PayPal,India,Afternoon,0
3118,23.6080984712318,39,POS,Debit Card,Germany,Evening,0
3119,255.8924977661022,34,ATM,Debit Card,UK,Night,1
3120,222.26241816323292,53,ATM,Debit Card,Canada,Evening,0
3121,278.0982647566029,34,POS,PayPal,USA,Night,0
3122,255.08417257708754,31,Online,Credit Card,Canada,Evening,0
3123,71.90103278541727,68,ATM,Crypto,India,Morning,0
3124,464.35111143085214,26,POS,Credit Card,Canada,Night,0
3125,735.4061400383035,47,ATM,Debit Card,India,Night,0
3126,610.6644074702621,38,ATM,PayPal,UK,Night,0
3127,676.142951912099,29,ATM,Crypto,UK,Morning,0
3128,90.33768675087676,54,ATM,Debit Card,India,Morning,0
3129,951.9758030750194,49,ATM,Crypto,Germany,Evening,0
3130,840.1069155045946,28,Online,Crypto,UK,Evening,0
3131,807.0394153107061,37,Online,Credit Card,Germany,Morning,0
3132,824.7539669913498,52,Online,Debit Card,India,Morning,0
3133,933.3834030514338,64,POS,Crypto,India,Night,0
3134,548.8114264525607,63,Online,Credit Card,UK,Evening,0
3135,208.27919768894964,28,Online,PayPal,Germany,Evening,0
3136,620.6157717740158,69,POS,Crypto,India,Night,0
3137,745.4526787312597,25,Online,Debit Card,UK,Night,0
3138,740.5382194204851,21,ATM,PayPal,India,Night,0
3139,526.2345339252113,44,Online,Crypto,Canada,Afternoon,0
3140,77.77413214024227,61,Online,Crypto,Canada,Afternoon,0
3141,377.40180904582655,57,Online,Debit Card,UK,Morning,0
3142,921.5589423787237,55,ATM,Crypto,India,Evening,0
3143,588.6044206598517,64,ATM,Debit Card,UK,Night,0
3144,542.9486238231563,47,ATM,Debit Card,USA,Night,1
3145,276.1649792383716,61,ATM,Debit Card,UK,Evening,0
3146,374.7644307174131,65,POS,Debit Card,UK,Afternoon,0
3147,896.3926282616376,65,ATM,Crypto,Canada,Evening,0
3148,669.7984170515674,44,ATM,PayPal,Canada,Morning,0
3149,789.5131564848095,38,ATM,PayPal,India,Afternoon,0
3150,459.8019688369786,69,ATM,Credit Card,UK,Evening,0
3151,633.9447472615964,37,POS,Debit Card,UK,Evening,0
3152,255.89977265577545,21,Online,Crypto,India,Morning,0
3153,708.4062219806514,28,Online,Crypto,Germany,Evening,0
3154,433.3253203663039,30,ATM,Credit Card,India,Afternoon,0
3155,448.12005966659814,26,ATM,PayPal,Canada,Night,0
3156,652.8291013311128,21,ATM,Crypto,Canada,Night,0
3157,936.9178152542374,29,Online,Credit Card,UK,Night,0
3158,73.36628314253471,26,Online,PayPal,Canada,Afternoon,0
3159,826.4958049735376,30,ATM,Crypto,India,Evening,0
3160,299.4592793080712,65,Online,Debit Card,UK,Evening,0
3161,449.48025996131406,43,POS,Credit Card,India,Evening,0
3162,31.694195487258867,55,ATM,Crypto,India,Evening,0
3163,308.0356170559699,59,ATM,Credit Card,UK,Night,0
3164,507.60493020382916,30,POS,Credit Card,Germany,Afternoon,0
3165,65.61431657396463,56,POS,Credit Card,Canada,Morning,1
3166,496.1847720893335,45,Online,Debit Card,USA,Afternoon,0
3167,927.8395225698431,36,POS,PayPal,USA,Evening,0
3168,114.33928592672717,41,ATM,PayPal,USA,Evening,0
3169,766.7963207947492,36,Online,Crypto,Canada,Afternoon,0
3170,415.5743428422327,66,POS,Debit Card,Germany,Afternoon,0
3171,658.6219773790947,30,Online,PayPal,India,Night,0
3172,267.63423200537704,30,Online,Crypto,UK,Evening,1
3173,167.8973399159447,45,Online,Crypto,Germany,Afternoon,0
